sentence,sentiment
"آپ ""bbbLy"" کی ڈلیوری کو کیوں روکتے ہیں؟",neu
وہ اچھا تھا,pos
بوجھ برگر کے ساتھ کیا ہوا جو میرے پسندیدہ بہت پسند تھا,pos
رس بہت آزمائشی ہے لیکن زیادہ واضح طور پر آپ کے اجزاء,pos
میں اپنے زونگ سم 0301819501 پی کو ٹیلی نار میں تبدیل کرنا چاہتا ہوں کیونکہ الپوری شانگلہ کے علاقے میں کوئی کوریج نہیں ہے,neg
میرا ڈیبٹ کارڈ پن کوڈ حاصل کرنے کے لئے کال بیک کا انتظار ہے,neu
بہتر پرواز میں ہمیشہ خوشی ہوتی ہے,pos
ہائے ، جلد ہی کیٹلاگ کا اشتراک کیا جائے گا دیکھتے رہنا :-),pos
بہت خراب سروس جس کی آپ تشہیر کر رہے ہیں اور آپ کے کال سنٹر نے مختلف کہانی سنائی ہے کسٹمر سروس کے مسائل کا فقدان,neg
بوہت کھوب,pos
میں نے پہلی بار آن لائن سیفائر کی خریداری کی ہے اور مجھے امید ہے کہ یہ ایک اچھا تجربہ ہوگا,pos
نیسلے فروٹ وٹلز کا رس بہت صحت مند اور سوادج ہے اور میرا پسندیدہ ہے,pos
امرود آڑو انناس آم کے لذیذ ذائقے,pos
پیپسی کے بزنس پارٹنر انڈوفود کو تنخواہ دینے والے مزدوروں کا جرم ثابت ہوا ہے,neg
دیرپا طاقت رکھنے والے بچوں کے ساتھ سورج کا جنون جہنم میں جاتا ہے,neg
مین آرڈر کِیا تھا بھٹ چھوٹا سا برگر تھا,neu
علامہ اقبال چوہا کو نیسکافی کی کافی پائ کے اپنی نظمیں پسند کرتی ہیں,neu
یوفون بہت ہی اچھا نیٹ ورک ، ہائے,pos
برائے کرم آئی فون ایکس دستیاب ہیں؟,neu
ڈینم جیکٹس کا انتظار ہے,neu
جی! وہ بہت اچھا اور خوبصورت لگتا ہے خوشی,pos
آپ کی زندگی کے لئے گڈ لک. آزادی سے لطف اٹھائیں,pos
یہ کبھی بھی بدترین پرواز ہے,neg
میری زونگ 4 جی نیٹ ایم این ای آر اے ہے,neg
گریٹ نیسلے,pos
جب آپ کے لئے فلائٹس آپریشن دوبارہ شروع کیا جائے گا؟,neu
نائک نے مائیکل وک کو سزا یافتہ کتے کے لڑاکا ، بدسلوکی اور قاتل کی سرپرستی کی,neu
پاکستان میں نمبر ون ڈیٹا نیٹ ورک,pos
خوبصورت اور شاندار,pos
بدترین نیٹ سپیڈ ، مختلف وقت میں شکایت کریں لیکن کوئی بہتری نہیں,neg
کرنا چاہتے ہو یہ نئی کورتی؟,neu
خریداری محبت تحفہ,pos
میں آسان پیسہ کا ڈیبٹ کارڈ چاہتا ہوں,pos
آپ کی کیا بات ہے؟,neu
اج کا میچ کٹی باجے ہے,neu
کیا ان کے پاس اب بھی اسٹیک ، انڈا ، اور پنیر بسکٹ ہیں؟,neu
جب میرا سامان آپ کے حوالے کیا گیا تو یہ محکمے کہاں تھے؟,neu
بہترین نیٹ ورک! بہترین کھلاڑی!,pos
براہ کرم مجھے اس پیش کش کی تفصیلات بتائیں,neu
کتنی گڑبڑ (اسپانسرز لوگو کے ساتھ),neu
تاج لائف اسٹائل اور سٹی مال,neu
یہ ٹینڈرز ٹی وی پر بڑے لگتے ہیں حقیقت سے مایوس,neg
براہ کرم مجھے سائن اپ کا مسئلہ درپیش ہے کہ برائے مہربانی اس مسئلے کو حل کریں,neg
انکوائریڈ پنیر موٹی برگر سے محبت کرتا ہوں,pos
میں نے نیلم سے 3 جوڑے بھی خریدے تھے ..,neu
یہی وجہ ہے کہ یونی لیور کا جم ، صحت مند جسم ، صحت مند خیالات ، صحت مند دماغ ہیں,pos
کیا جدید بیگ دستیاب ہیں؟,neu
مجھے ان کی طرح پسند نہیں ہے,neg
آسان پیسہ کبھی بھی آپ کے پیسے واپس نہیں کرے گا تاکہ لوگ محتاط رہیں,neg
ٹھیک ہے ہمارے یہاں جو چیزیں موجود ہیں وہ سائبیریا کے کوئلے کی کانوں سے ایک پناہ گاہ ہے,neu
جاز کیش کہ بیلنس کٹ گیا,neg
او ایم جی وہ نابینا ہیں .. PTA عام ہے آپ نے یہ بہترین 4G فراہم کنندہ بنایا ہے,neg
یہ مشہور پٹی اتنی اچھی نہیں ہے,neg
تمام چیزیں یا 50٪ تک جواب plzzz,neu
زارا اس پر بالکل ایک جیسی نظر آئے گی ، شرم کی بات ہے,neg
خوفناک تجربہ,neg
یونی لیور سچیچ پیک کے ساتھ زیادہ پلاسٹک کو فروغ دے رہا ہے,pos
بائیو فیر میں وسائل کی تبدیلی خصوصیات کو ظاہر کرتے ہوئے ، بہت خوب جدت,pos
کوئی میجھی بٹیے گا کے 3050 یاا پی آر 305 کس ایریا کا برانچ کوڈ ہائی فیصل بینک کا,neu
کیوں اتنا چھوٹا لگ رہا ہے,neu
آپ ن لیگیٹی پیش کرتے ہیں,neg
سب سے خراب سستے نچلی سطح کی ایئر لائن,neg
یں نے سوچا کہ یہ زیک ایفرن تھا!,neu
نینڈو یا بن کباب ..,neu
گارڈن ویسٹ کراچی پمپوں نے آپ کا کوڈ کوڈ ہٹا دیا,neg
ہمیں آپ کو ایربڈز دینے کی سطح کی ضرورت نہیں ہے,neu
میں یاہ پیر سی آنا چٹی ہون میین ینن ای تھی تو تھی ہر جت نہیں پے می سیزن 3 میین پھر سے آنا چاٹی ہون,neu
می اپنی سم سی ڈوسو کا نمبر کیسی بلاک کرون,neu
یونلیور مارمائٹ کی پیداوار کو کھوجانا چاہتا ہے کیونکہ ، ان کے مطابق ، یہ دنیا میں حصہ نہیں دیتا ہے,neg
پرومو ختم ہونے سے پہلے آفر کو سبسکرائب نہیں کیا جاسکتا,neg
یہ کل رات تھی اس سے نفرت ہے,neg
کاش میں Lv کے جوتے کا ایک جوڑا خرید سکتا,neu
ہو گیا سوزوکی پاکستان بھار ما جا,neg
کیا یہ ڈیبٹ کارڈ ہے یا کریڈٹ کارڈ؟,neu
جاز کا کیا شرمناک عمل,neg
آپ دنیا کی سب سے عمدہ ائرلائن ہیں,pos
ایپل پائی ... بہترین,pos
مجھے گچی پسند ہے لیکن یہ بہت مہنگا ہے,neu
اس میں پنیر کی بجائے میو سے بھرا ہوا ہے ، خاص طور پر روٹی کے کونے ایوے ہیں,neg
لیکین ایم بی ایس سے ملی ہیلو تم کیا پھروڈ ہا!,neg
آج کی رات یہ کریں,neu
یہ کیا ہوا کرتا تھا,neu
ہمیشہ انتظامیہ اور عملے کے تمام ممبروں کے ساتھ عمدہ سلوک کی بنیاد رکھی,pos
مجھے اپنے نفس کو برقرار رکھنے کے لئے مزید کچھ دینا پسند ہے,pos
کیا یہ آن لائن شاپنگ ہے یا کسی بھی شاپنگ مال میں کر سکتی ہے,neu
خراب ترین سروس کی خدمت گاہک کی شکایت پر کوئی جواب نہیں ہے,neg
ہاں یہ فیضال بینک کی نئی پیش کش ہے جس میں پاکستا ن میں سب سے کم شرح ہے,pos
میں بیلشٹ خریدنے کا متحمل نہیں ہوں,neg
یہ یقینی بنائیں کہ آپ فورٹریس مال لاہور تشریف لائیں اور لطف اٹھائیں,pos
خوبصورت نئی نئی شکل,pos
مرد خود کو آگے بڑھانے کے لئے ہاتھ اٹھاتے ہیں... یہ صرف ایک بہت ہی مہنگا دھند بیچ رہا ہے,neg
سلائی یا انسٹائچ؟ ن تانے بانے ؟؟,neu
نائیک کے ابتدائی فیس بک پیج پر 33 ملین سے زیادہ فالوورز ہیں,pos
اور میں نے 1K آر ایس ادا کیا,neu
بہت اچھی لگ رہی ہے اور میری خواہش ہے کہ وہ ایپل واچ کے لئے بھی یہ کام کریں,pos
اب تک کا بہترین رس,pos
یہ پاکستان کا خواب ہے,pos
ہسپتال میں گھٹن یا دل کا دورہ پڑنے کی وجہ سے ، معذرت,neu
حیرت انگیز LV ان کے کپڑے H&M کی طرح بنانے میں کامیاب ہوگیا,pos
مجھے یہ پسند ہے. میں چاہتا ہوں کہ آپ مجھے یہ فون گفٹ کریں,pos
مجھے افسوس ہے لیکن مجھے لگتا ہے کہ یہ قابل آزمائش لمو ہے,neg
قابل رحم کسٹمر سروس ha شرما پر زارا,neg
ایسا لگتا ہے جیسے میری ماں نے محبت سے بنایا تھا,pos
خوبصورت ماورا,pos
یہ میرا پسندیدہ لباس ہے,pos
بہت خوشی ہے کہ آپ اگلی نسلوں کو الیکٹرانکس پر انحصار کی نشاندہی کررہے ہیں,pos
میں آنا پسند کروں گا,pos
آپ کے تھیلے حیرت انگیز ہیں,pos
کیا آپ اس کو حاصل کرنے کے لئے منصوبہ بنا رہے ہیں؟,neu
کیا آپ کی ڈی ایچ اے میں کوئی شاخ ہے ؟؟؟,neu
کتنی حیرت انگیز پرواز ہے,pos
NL پیشہ ور افراد کے لئے خصوصی طور پر عمدہ سلائی بھی دیتا ہے,pos
100 trust اعتماد نیسلے مصنوعات,pos
کیا آپ کے پاس اپنے پچھلے مسافروں کا ریکارڈ ہے؟,neu
یہ یوگنڈا سے قطر کا ایک بہت ہی منظم سفر تھا,neu
آپ کے تعاون کاشکریہ :),pos
براہ کرم مدد کریں کہ میں آپ کی ٹیم میں شامل ہونے کے لئے کس طرح درخواست دے سکتا ہوں,neu
منجمد اور جلانے والا پیزا اور شاخ آپ کی شکایات پر کبھی رابطہ نہیں کرے گی ..,neg
میں اپنے اکاؤنٹ کی تفصیلات دیکھ سکتا ہوں لیکن پاکستان میں اپنے کنبہ کو منتقل نہیں کرسکتا وجہ؟ HBL,neu
مجھے ٹیلی نار نیٹ ورک bcz بہت پسند ہے یہ میرا پسندیدہ نیٹ ورک ہے,pos
کیوں یہ فلیٹ ہونا چاہئے,neu
آن لائن چیک کرتے ہیں,neu
تخلیقی تصور,pos
آپ مجھے جذباتی لڑکے بناتے ہیں,neu
میں نے بہت سے دوست کو دعوت دی لیکن کوئی انعام نہیں ملا,neg
میں نے اپنی رجسٹریشن مکمل کی لیکن میں آپ کے ایپ میں مدد نہیں کرسکتا مدد کریں!,neg
آپ کی طرف سے خدمت میں پیش آنے والے مسائل کی وجہ سے اس درخواست پر کارروائی نہیں ہوسکی,neg
ڈینم جیکٹ کی قیمت,neu
میں نے اس سے پہلے نہیں دیکھا کہ مجھے تمام کپڑے پسند ہیں,pos
ایک کے ساتھ ایک مفت,neu
پانی کے ساتھ 2 بوتلیں؟ اور فی بوتل ری فلنگ چارجز کیا ہیں؟,neu
میں خراب کرنے والا اور پیچھے والا کروم استر کہاں سے حاصل کرسکتا ہوں؟,neu
فوڈ پانڈا ڈسکاؤنٹ کوڈ HBL40 کی میعاد ختم ہوگئی ہے براہ کرم توسیع کریں,neu
. البم کور بہت اچھا ہے,pos
ایک برانڈ اور سماجی شعور کے مابین کامل میچ,pos
قطر ایئرویز دنیا میں پہلے نمبر پر ہے,pos
آپ کا صفحہ کام نہیں کررہا ہے میں ایک ٹوکری میں 3 آئٹمز شامل کرتا ہوں لیکن کوئی جواب نہیں دیتا,neg
7 مختلف دوستوں سے رقم وصول کرنا ہوگی,neu
آن لائن سائز دستیاب نہیں ہیں بھی آنے ہیں,neg
ہم لوگوں کو صرف بے وقوف بنانا 300 سے نیچے کا کوئی آرڈر نہیں دے سکتے ہیں,neg
میں صرف مگ یوفف سے محبت کرتا ہوں .... اس کا گونگا,pos
جو چیز مجھے پسند نہیں ہے وہ ان لوگوں کے ساتھ قطار میں کھڑا ہے جو صرف اندر جا سکتے ہیں ، وقت ضائع کرسکتے ہیں ، اور کچھ بھی نہیں خرید سکتے ہیں,neg
یہ ایپ سراسر دھوکہ دہی ہے جب ہم نے کچھ جیت لیا تو یہ ظاہر نہیں ہوتا ہے عام طور پر دھوکہ دہی,neg
زونگ ہر وقت کا بہترین نیٹ ورک ہے,pos
سیمسنگ فنگر پرنٹ پر ڈیڈیا isy فاسٹ بی kry جیسے a50,neu
ماریو اور واریو کی طرح لگتا ہے,neu
آرڈر دے سکتے ہیں یا چھین سکتے ہیں,neu
خوبصورت    حیرت انگیز,pos
ہمیں نیسلے پاکستان..بھارتی مصنوعات پر فخر ہے,pos
برا ذائقہ,neg
مجھے حیرت ہے کہ آیا وہاں نائکی اسٹور موجود ہے,pos
مجھے اس طرح کے بڑے برانڈ ناموں کی قیمت کم کرنے سے نفرت ہے,neg
کتنی ٹرانسیکشن کر سکتے ہیں ہم ؟,neu
میں قطر ایئر لائن کا حصہ بننا چاہتا ہوں,pos
کسٹمر سروس دن بدن ناقص ہوتی جارہی ہے,neg
میں فوری طور پر ترسیل کے لئے واقعی میں اس کی تعریف کرتا ہوں ... دوسروں کے ساتھ کوئی مماثلت نہیں ہے شکریہ زارا مان,pos
یونی لیور کو یقین ہے کہ یہ اس حد تک اور تیز تر ہے جتنا ہم اس راستے پر چل سکتے ہیں جو ہمارے کاروبار کے لئے پائیدار ہو,neu
میں نے سوٹ منگوایا ہے لیکن غلطی سے کارٹ میں 2 سوٹ شامل کردیئے گئے ہیں,neu
ایپ می جاز کے بنڈل بی ایڈ کیرن,neu
خدا کا شکریہ کہ نیا ذائقہ متعارف کرایا,pos
250mb ڈیٹا یا معاشرتی MBS؟,neu
میں نے پہلے ہی 7 دودھ شیک جیت لیا ہے,pos
بالکل کوڑا کرکٹ سستے چین نے کٹ کٹ کو ذائقہ کی طرح بنا دیا,neg
ہمیں یہ پڑھ کر خوشی ہوئی ہے,pos
نیا اسٹاک کا برا ذائقہ,neg
Plz نے نتائج کا اعلان کیا,neu
بہترین نیٹ ورک! بہترین کھلاڑی!,pos
آپ نے اپنا آؤٹ لیٹ جِن بولیورڈ مال ہائیڈ کیوں بند کیا؟,neu
ہمیں یقین ہے کہ نیسلے معیاری مصنوعات تیار کررہی ہے,pos
LV مونوگرام کا LOVER,pos
شاہین ہوا صحیح راستے پر ہے,pos
کیا وہاں کوئی ہے جسے مجھے کچھ رہنما خطوط کی ضرورت ہے؟,neu
بکواس نیٹ ورک,neg
بجٹ کی ہمیشہ مجھے سیمسنگ سے نفرت ہے,neg
میرا ایک پسندیدہ برانڈ,pos
زونگ کا بہت بہت شکریہ,pos
ہم جانتے ہیں کہ آپ سب اس مسئلے سے کس قدر مشکل سے لڑ رہے ہیں,neu
عمدہ مارکیٹنگ کا تصور,pos
آخری خانہ کہاں ہے؟,neu
جب یہ کھاریاں میں دستیاب ہے؟,neu
میرے شمالی علاقوں کے دورے سے بہترین شاٹس تلاش کرنے کا وقت,neu
میں ہمیشہ نیسلے پاکستان پر اعتماد کرتا ہوں,pos
کیا آپ کے پاس کارڈ ہے؟,neu
کمپنی کے اقدامات دوسری صورت میں کہتے ہیں! 80 کروڑ قوم کی امیدوں اور خوابوں سے کھیلنا,pos
یہ شہر کا علاقہ ہے لیکن جاز یہاں اچھی سروس فراہم کرنے میں ناکام رہا,neg
میں صرف دو چیلینجز مکمل کرتا ہوں,neu
کیا آپ ایک کتاب بک کرسکتے ہیں؟,neu
دوسری کمپنیوں کی کاپی کرنا بند کرو!,neg
میں جیت گیا ہوں اب بتائیں کہ اضافی قیمت والے کھانے میکڈونلڈ کیا ہیں ؟؟؟,neu
مجھے میگمم اور اس کی ٹاپنگ صرف واہ! اس سے محبت کرتا ہوں,pos
اتنا خوبصورت,pos
میں نے کل سے پہلے ایک دن پہلے ہی اس معاملے کا آرڈر دیا تھا لیکن آپ لوگوں نے مجھے جواب نہیں دیا,neg
40 منٹ کی تاخیر کے بعد بھی اضافی گرم کا حکم دیا گیا ، کارڈ کی ادائیگی کے امور بھی .. اس وقت تک اپنی خدمت کو بہتر بنائیں,neg
اسکو بھی بینڈ کارووا یہ قیصہ رہا رہ گیا ہے,neg
اس کا نام ہمارے نام ہے,neu
اللہ پاک باجوہ صاحب لمبی عمر عطا کری,pos
معاف کیجئے گا ، اپکو پریشانی ہوا ہے,neu
شہر میں سب سے بہترین پیزا,pos
ہمیشہ شاہین ایئر لائنز کے ساتھ چمکیں,pos
ہاں واقعی خوبصورت اور دل کو چھوئے KIA میرے دل کو,pos
آپ ممکنہ طور پر اس طرح ایک ایئر لائن کیسے چلائیں گے؟,neu
خانہ بدوش کار کو طویل عرصہ تک زندہ رکھیں,pos
ایسی پیسہ کے ذریعہ بہت ہی بہترین ایپ,pos
"میں زونگ انٹرنیٹ کا باقاعدہ صارف ہوں اگر اس مسئلے کو حل نہ کیا گیا تو ، مجھے ""موبی لنک چلے جانا پڑے گا""",neg
یہ قطر ایئر ویز کے ساتھ ایسا حیرت انگیز تجربہ ہے ..,pos
لوٹ مار کرنے والوں اور پچھلی حکومت کی جعلسازی کے خاتمے تک,neg
جیت کے لئے HP,pos
ایل سائز کی ضرورت ہے ، بغیر دسترخوان دستیاب ہے؟,neu
بہت عمدہ مجموعہ بہترین سروس کی انتہائی سفارش کردہ ...,pos
پہلی بار پہننا ... کسٹمر سروس ایک مذاق ہے,neg
قیمتیں ویب سائٹ پر شامل ٹیکس ہیں؟,neu
جاز نقد یا آسان پیسہ؟,neu
معذرت فلیش بہت زیادہ ہے,neg
میں صرف آپ کو تجاویز دینا چاہتا ہوں کہ نیا ایسی پیسہ ایپ,neu
ہاں ہم بھی پرجوش ہیں,neu
میرے پاس موٹو ایکس ہے اور اس کی بیٹری ابھی لیک ہوگئی ہے,neg
پاکستان میں بہترین کارڈ جو چھوٹ اور انعامات کی صف فراہم کرتا ہے,pos
براڈوے پیزا سے محبت کرتا ہوں,pos
اس میچ کو کھیلنے کے لئے کس طرح کے ریاضی نے اپنایا,neu
میں یہ شارٹس اور ٹی شرٹ want چاہتا ہوں,neu
اس کی واقعی حیرت انگیز تکنیک ہے ، جو اربوں لیٹر پانی کی بچت کرسکتی ہے اگر اسے مزید بڑھا دیا گیا,pos
واقعی مایوسی ہوئی,neg
"میں واقعی گوکی کی نئی ""والمارت کے لوگ"" مہم کی طرح ہوں",pos
سبھی نہیں بلکہ ہم میں سے بہت سارے ...,neu
شعیب ملک ان سب میں سے ایک ہے,pos
یہ نئے صارفین کے لئے درست ہے؟,neu
نظامالدین 1000 ذائقہ ذائقہ میں بہتر ہے,neg
پھر کبھی نہیں ... پیسہ ضائع کرنے پر میری جیب سے معذرت,neg
میگاسٹور کی پیش کش کیا ہا؟,neu
میں نے گذشتہ ہفتے نائکی کی دکان میں نائکی لیگنگز کا ایک جوڑا خریدا تھا,pos
میرا اور عینی جعفری خوبصورت لگ رہی ہیں,pos
آپ نے کسی بھی شاخ کو ہفتے کے روز کھلی کھلی چھٹی کی ہے ...,neu
مجھے تین چیلنجز مکمل ہوچکے ہیں لیکن 4000 موصول نہیں ہوئے؟,neg
آپ کے کسٹمر سروس کی طرف سے کوئی تعاون حاصل نہیں ہے,neg
زونگ بھٹ اچھا نیٹ ورک ہے,pos
خوبصورت خوبصورت خوبصورت مجھے یہ پسند ہے,pos
ظفر علی روڈ لاہور شیل پمپ پر آرڈر سے باہر ریفلنگ مشین پر ہر با,neu
لکس اسٹائل ایوارڈ قابل ہنر مند ہے,pos
کیا یہ فون سی 7 پرو سے بہتر ہے؟,neu
ہمیں اپنے رابطے اور پتے کی تفصیلات انباکس کریں,neu
اگر کوئی خوردہ فروش آسانی سے پیسہ اکاؤنٹ کے ریچارج کیلئے اضافی چارجز طلب کرے تو کیا ہوگا,neu
زونگ کی ڈیوائس میں تبدیل ہو جا جی جی جاز پی؟,neu
لباس کا حیرت انگیز ڈیزائن,pos
اب آپ سارے دوستو کو بحیجنے کا کہہ رہے ہو .,neu
کیوں فروخت کی قیمتوں کو اپ ڈیٹ نہیں کیا جاتا ہے؟,neu
منین کا ایک ہی سال کا پہیلی کھلونا جو انہوں نے بیگ کے اندر رکھا,pos
جب آپ جان بوجھ کر اپنا ذاتی تکیہ دکھاتے ہیں تو یہ ذائقہ مند نہیں ہوتا ہے,neg
اچھا نہیں,neg
مسحور کن,pos
ایپ کو استعمال کرنے کے لئے اچھا خیال ہے,pos
میں کل جو ٹرانسیکشن کی اسکا ریوارڈ نئی ملا . . . .,neg
اگلے ہفتے اس سینڈویچ کو آزمانے کا انتظار نہیں کر سکتے,neu
شروع میں سنتری والی چیز,neu
ہر ڈیل میں 500 لوگوں کے ٹیکس شامل ہیں جن کی آپ کو ضرورت نہیں ہے,neg
میں آپ کے غیر متحرک رویے کی مزید تائید نہیں کروں گا,neg
رویہ میں gr8 لگتا ہے,pos
نیلم کریں اپنے رنگ کے مجموعے بہت اچھے ہیں لیکن بہت زیادہ پھول اور پرنٹس ،,pos
میں نے اپنا cnic نمبر یہاں کہاں دیا؟,neu
تاکہ وی اس موسم سرما میں ہی ان کا استعمال کرسکیں,neu
کیا آپ مجھے بتاسکتے ہیں کیا آپ کو دبئی میں کوئی دکان ہے ....؟,neu
کیا فروخت ابلاغ پر دستیاب ہے؟,neu
اچھا * پیزا ہٹ *,pos
میں اپنے اکاؤنٹ کو بین الاقوامی اکاؤنٹ میں تبدیل کرنا چاہتا ہوں,neu
ناقص نیٹ ورک,neg
خدارا قطر ائیر ویز کو سلامت رکھے,pos
بارہ مہنگا ہوتا ہے,neg
HBL کے ساتھ سب سے بڑا مسئلہ وہاں ہیلپ لائن ہے بہت زیادہ انتظار کرنا,neg
مجھے اس کمپنی سے پیار ہے,pos
کیا کسی کو پتہ ہے جب لوئس ویوٹن ورجل ابلو گلو والا بیگ ٹکراتا ہے,neu
شرم کی بات زونگ نیٹ ورک,neg
گھوںسلا کے نئے پلانٹ میں کوئی کام کی شروعات؟,neu
سر میری پاس آن لائن ٹرانزیکشن کا کیپ نئ آرھا plz کیا مسلہ ہے,neu
میرا پرنٹر ابھی کام نہیں کرتا ہے,neg
نیچے حصہ ڈیف اسے برباد کر دیتا ہے,neg
براہ کرم مجھے HBL ڈیجیٹل بینکنگ کے ذریعہ بینک کے دوسرے لین دین سے متعلق چارجز کی تفصیل دیتے ہیں,neu
کوئی ن لا جاز ڈیوائس بکواس ہے یہ,neu
دنیا میں فٹ بال کے جوتوں کا صرف بہترین برانڈ برازیل سے میرے انتخاب کو کفیل کرتا ہے,pos
کسی بھی کسٹمر سپورٹ کو ہیلپ لائن پر تین بار کال نہیں کی جاتی ہے انہوں نے کہا کہ ہمارے پاس آپ کے نمبر وسٹ آفس کی تفصیلات موجود نہیں ہیں,neg
میرا ڈیبٹ کارڈ پن کوڈ حاصل کرنے کے لئے کال بیک کا انتظار ہے,neu
مزید تازہ کاریوں کے لئے ہمارے پیج کو فالو کریں,neu
میں تفصیلات کے ل me مجھ سے 5 سال پرانی کار plz میں چاہتا ہوں,neu
کھانا دراصل ایسا کیوں نہیں ہوسکتا؟ !!,neu
تکلیف پر معذرت,neu
مجھے زبردست قیمت سیمسنگ پاکستان سے پسند ہے,pos
جاز کیش اکاؤنٹ کو کیسے حذف کریں,neu
بلاشبہ لاہور کا بہترین پیزا ہمیں ذائقہ دینے پر براڈوی کا شکریہ ادا کرتا ہے,pos
بہترین موبائل .. میں پہلے ہی استعمال کرچکا ہوں,pos
اچھی مصنوعات,pos
یونیلیور ، لگتا ہے کہ آپ لوگوں اور ہمارے ماحول کی بہت دیکھ بھال کرتے ہیں!,pos
ہائے مجھے یہ ایک پیلے رنگ کا لباس چاہئے,neu
مکمل آستین plz کی قیمت؟,neu
بایو مٹک کی آخری تاریخ,neu
Daraz.pk شامل یا نہیں؟,neu
میں ایس 8 پلسسس قیمت کم کرنا چاہتا ہوں,neu
یونی لیور اپنا ڈیجیٹل پلیٹ فارم تیار کرتا ہے جو وہ لوگوں کی یادوں کو میزبانی کرنے کا ایک طریقہ پیش کرسکتا ہے,pos
آپ ان سب کی جعلی چیزیں خرید سکیں گے,neg
کیا آپ ابھی اس کی فراہمی کر رہے ہیں؟,neu
کسٹمر سروس کے مسائل کا فقدان,pos
مقام plz؟,neu
پیارے میرا پن مسدود ہے میرے پن کو کیسے ری سیٹ کریں گے؟,neu
اسے بنانے میں آدھے خرچ آنے کا کوئی راستہ نہیں ہے,neg
سپر پی کے جی ٹیلی نار,pos
کیا آپ نے میچ سیف سے لطف اندوز کیا؟,neu
مجھے یہ لباس پسند ہے,pos
مجھے آپ کی ضرورت ہے کہ آپ لینکس کا ٹرپ کریں اور مجھے یہ بتائیں کہ نائکی اسٹور کو یہ میری بریشا ہے,neu
اکھریلی طور پر راضی,neu
سر تم جاز نیٹ فلیش کی قیمت کیا ہے ...؟,neu
بہت زیادہ سوادج,pos
حیرت انگیز حیرت انگیز,pos
اس ملک سے دور چلے جاؤ,neg
بہترین برانڈ اور بہترین انتظام,pos
پورے پاکستان میں آم کے ذائقہ دار جوس کے درمیان بہترین ذائقہ دستیاب ہے,pos
لاکین نیٹ ورک ہے تم تو سب کو پیچ پیچ چور دیا یار,neg
ہم اپنا اسٹاک کافی کثرت سے اپ ڈیٹ کرتے ہیں,neu
آج ہم جیتیں گے,pos
ہمیشہ بری خدمت,neg
میرا زونگ سم کام نہیں کررہا ہے اور صرف ایمرجنسی کالز دکھا رہا ہے,neu
خفیہ جزو ناریل کا تیل ہے,neu
السلام علیکم آدمی,pos
آپ مجھے قیمت بتارہے ہیں اور ادائیگی کے بعد مجھے زیادہ قیمت والی کٹوتی مل گئی,neg
بہت اچھا کام ہے,pos
شکریہ آسان پیسہ بہت اچھا,pos
ہائے ، ہاں ، ہم اپنے ہوم مضامین پر فلیٹ 25٪ آفر کر رہے ہیں,pos
بہترین 3G 4G نیٹ ورک,pos
مال ڈبل پر رجسٹر ہوں,neu
کون سا ایک بہترین پودوں ہے ہمارے کھلتے ہیں؟,neu
2 ٹکڑے ٹکڑے اور 3 ٹکڑے بغیر رکھے ہوئے خواتین کے سوٹ کے بارے میں کیا خیال ہے؟,neu
آپکا خیر مقدم ہے,pos
اگلا ہفتہ tk avaible h؟,neu
نیسلے فروٹ وٹالس آپ کا جوس بہت صحتمند اور سوادج ہے,pos
میں اس تصویر سے مایوس اور مایوس ہوں,neg
آپ کی تعریف NL کو بہت اہمیت دیتی ہے,pos
نائیک کے ذریعہ تیار کردہ اچھی مصنوعات,pos
اس ایڈ سے محبت کریں لیکن یہ لکھا ہوا تھا بھائی بہن,pos
.مرچ کی طرح بہت زیادہ جانا.,pos
بدبودار مسکراہٹ واش روم,neg
واقعی بہترین ڈرامہ اور باگی مستحق ہیں,pos
ان میں سے ایک اور جانے کے لئے ایک چاکلیٹ شیک,neu
میں سلامتی اور حفاظت کا ماہر ہوں,pos
پیپسی - زمین کا بہترین مشروب!,pos
کے ایف سی حیدرآباد میرے فیزل بینک گولڈ کریڈٹ کو قبول نہیں کررہا ہے کہ کیا بکواس ہے,neg
ہمیشہ خوبصورت,pos
LG oled خریدنا بہتر ہے,neg
کیا مطابقت پذیری ، بے عیب,pos
یممی آئیکریم,pos
یار میں آپ کے لئے یہ قمیص ڈھونڈ رہا ہوں لیکن یہ بک گیا ہے,neu
اب آپ اصلی تصاویر استعمال کر رہے ہیں,pos
بیج کے لئے گریزی!,pos
یہ بہت سوادج ہے,pos
امارات نے گلاسگو سے سڈنی جانے کے لئے ہمارے خاندانی سفر کو تباہ کردیا,neg
میں NL کا ایک بہت بڑا فین ہوں,pos
میں آپ کی ویب سائٹ میں کچھ بھی نہیں کھول سکتا,neg
ہمارے معاشرے کو کیا ہو رہا ہے ..صدر واقعی,neg
میں نے 111 پر سی کیئر سے رابطہ کیا وہ کہتے ہیں کہ ہم کچھ نہیں کرسکتے ہیں,neg
میں نے آج یہ پہیلی جیتا,pos
بہترین ایپ,pos
بوڑھا اور بوڑھا اسٹائل تبدیل کریں,neg
اڈیڈاس اور ریبوک ایک بہتر معیار اور عام طور پر بہتر قیمت ہیں,neg
حیرت انگیز دادی,pos
شکریہ ! یہاں بڑا پرستار,pos
سخت چمڑے کے انتظام کرنے کے لئے بہت مختلف,neg
مجھے ان کی طرح پسند نہیں ہے,neg
